"log_prob","rule"
-13.4806514372,"IP  _must LEX"
-14.5757487837,"IP  _UNK _eat"
-7.69551076079,"IP  LEX _UNK _non-finite LEX"
-10.9173285371,"IP  _UNK _fly"
-14.5757487837,"IP  LEX _UNK VP"
-10.0062603174,"IP  LEX _go LEX"
-9.89884562413,"IP  _should LEX"
-12.5009231421,"IP  LEX _bury"
-8.41977387031,"IP  LEX _UNK PP"
-8.00872849824,"IP  _non-finite LEX"
-12.9705302868,"IP  LEX _ask LEX"
-14.5757487837,"IP  _past _UNK LEX"
-11.4892621469,"IP  LEX IP"
-9.11294337504,"IP  _UNK _wear"
-19.8227728559,"IP  LEX NP"
-8.85084016861,"IP  _present VP"
-12.0144498055,"IP  LEX LEX PP"
-14.5757487837,"IP  LEX _UNK LEX PP"
-12.2779117872,"IP  _would VP"
-10.3042862383,"IP  _will LEX"
-13.8826016032,"IP  _UNK _UNK LEX"
-19.8227728559,"IP  LEX PP"
-4.48906483789,"IP  LEX VP"
-10.0591797545,"IP  _UNK _push"
-6.24943704917,"IP  _past LEX"
-7.9907175248,"IP  LEX _think"
-13.8852366508,"IP  _UNK _UNK LEX LEX"
-9.22904233595,"IP  LEX LEX"
-11.1151246078,"IP  _UNK _UNK _UNK PP"
-9.19192995147,"IP  LEX _UNK LEX IP"
-9.9758027462,"IP  LEX LEX LEX IP"
-14.5757487837,"IP  _UNK _think PP"
-10.8197026861,"IP  _UNK LEX LEX VP"
-9.85359120017,"IP  LEX _watch"
-11.4027515762,"IP  _UNK _UNK _UNK LEX _UNK VP"
-10.3528101016,"LEX  _under"
-9.91459193834,"LEX  _study"
-8.31819452938,"LEX  _cry"
-9.14389151238,"LEX  _sit"
-9.88284532914,"LEX  _shut"
-9.30555836918,"LEX  _'ll"
-10.6403885632,"LEX  _catch"
-10.8635666502,"LEX  _bear"
-9.91455851309,"LEX  _in"
-7.61853948471,"LEX  _show"
-11.556541164,"LEX  _light"
-10.6404576359,"LEX  _brush"
-7.08906056984,"LEX  _give"
-9.43658154134,"LEX  _run"
-9.14389151238,"LEX  _eat"
-13.3465756026,"LEX  _fit"
-11.2689454212,"LEX  _swing"
-13.3465756026,"LEX  _must"
-11.0457500712,"LEX  _finish"
-10.950562329,"LEX  _choose"
-13.3465756026,"LEX  _part"
-11.556541164,"LEX  _plug"
-8.32475184081,"LEX  _miss"
-11.4024398145,"LEX  _pretend"
-9.20546192535,"LEX  _smell"
-11.9615747354,"LEX  _read"
-11.4024398145,"LEX  _as"
-11.7387936624,"LEX  _point"
-9.45678340276,"LEX  _wash"
-11.1511911638,"LEX  _push"
-13.3465756026,"LEX  _cost"
-8.25487036628,"LEX  _can"
-13.3465756026,"LEX  _picture"
-8.09113443308,"LEX  _talk"
-11.556541164,"LEX  _whine"
-8.1446279221,"LEX  _leave"
-9.08593692938,"LEX  _learn"
-10.2130616744,"LEX  _behave"
-8.41415715331,"LEX  _hurt"
-10.0904697488,"LEX  _notice"
-13.3465756026,"LEX  _discipline"
-11.0458536713,"LEX  _collect"
-13.3465756026,"LEX  _into"
-11.0458536713,"LEX  _without"
-10.016293459,"LEX  _would"
-11.961833635,"LEX  _open"
-9.85207563298,"LEX  _sound"
-7.34475381221,"LEX  _drink"
-9.0047867441,"LEX  _start"
-9.98124297216,"LEX  _lie"
-12.6544630833,"LEX  _bang"
-11.1511911638,"LEX  _lock"
-10.950562329,"LEX  _scream"
-10.3527064907,"LEX  _will"
-10.8635666502,"LEX  _bowl"
-8.04036803924,"LEX  _cut"
-6.96513236001,"LEX  _have"
-12.6544630833,"LEX  _take"
-13.3465756026,"LEX  _dash"
-10.1705058143,"LEX  _firm"
-10.515310746,"LEX  _tip"
-13.3465756026,"LEX  _settle"
-7.35967678833,"LEX  _work"
-8.64814678981,"LEX  _blow"
-11.1511911638,"LEX  _blast"
-10.7094406395,"LEX  _pop"
-10.8633939834,"LEX  _hear"
-10.950562329,"LEX  _smoke"
-8.69466590826,"LEX  _break"
-10.7094406395,"LEX  _Boston"
-12.6539456188,"LEX  _for"
-10.5759277492,"LEX  _attach"
-7.34226986586,"LEX  _past"
-10.8635666502,"LEX  _press"
-11.0458536713,"LEX  _unbuckle"
-9.43658154134,"LEX  _that"
-13.3465756026,"LEX  _break_dance"
-11.4022918308,"LEX  _try"
-10.8635666502,"LEX  _untie"
-12.2493431003,"LEX  _know"
-11.7387936624,"LEX  _fund"
-12.6544630833,"LEX  _bake"
-10.6404576359,"LEX  _roast"
-10.6404576359,"LEX  _screw"
-9.41677972677,"LEX  _juggle"
-13.3465756026,"LEX  _knit"
-11.2689454212,"LEX  _pay"
-10.4581591044,"LEX  _mail"
-12.6539456188,"LEX  _color"
-13.3465756026,"LEX  _chase"
-10.1702036408,"LEX  _go"
-10.7835372259,"LEX  _out"
-9.47740180882,"LEX  _love"
-10.709366634,"LEX  _fly"
-10.3040248715,"LEX  _top"
-10.7094406395,"LEX  _crack"
-11.0458536713,"LEX  _back"
-10.0527323729,"LEX  _climb"
-11.2689454212,"LEX  _behind"
-10.6404576359,"LEX  _freeze"
-9.94737953278,"LEX  _understand"
-13.3465756026,"LEX  _kiss"
-10.6404576359,"LEX  _float"
-11.0458536713,"LEX  _unscrew"
-8.09636171771,"LEX  _from"
-11.1511911638,"LEX  _ski"
-11.1511911638,"LEX  _lay"
-6.67406628714,"LEX  _present"
-10.4040979425,"LEX  _dress"
-10.7094406395,"LEX  _die"
-13.3465756026,"LEX  _feed"
-11.1511911638,"LEX  _offer"
-10.5759277492,"LEX  _onto"
-5.88127315331,"LEX  _make"
-10.950562329,"LEX  _through"
-11.5560233423,"LEX  _look"
-11.556541164,"LEX  _owe"
-13.3465756026,"LEX  _throw"
-11.1511911638,"LEX  _bury"
-10.8635666502,"LEX  _dig"
-13.3465756026,"LEX  _on"
-13.3465756026,"LEX  _rip"
-9.23773815704,"LEX  _change"
-10.2575093415,"LEX  _enjoy"
-10.7094406395,"LEX  _flash"
-12.6539456188,"LEX  _see"
-9.76506948936,"LEX  _clean"
-11.0458536713,"LEX  _hammer"
-11.2689454212,"LEX  _babysitted"
-10.4581591044,"LEX  _bump"
-8.95412008426,"LEX  _do"
-12.6544630833,"LEX  _wanT"
-10.1296872737,"LEX  _wait"
-11.0457500712,"LEX  _need"
-5.12126993599,"LEX  _say"
-13.3465756026,"LEX  _shall"
-11.1511911638,"LEX  _swallow"
-8.50444259116,"LEX  _count"
-12.6544630833,"LEX  _print"
-11.7387936624,"LEX  _develop"
-11.1511911638,"LEX  _pelt"
-7.83118061512,"LEX  _ask"
-9.65971473044,"LEX  _fight"
-10.2575093415,"LEX  _end"
-9.45678340276,"LEX  _jump"
-12.6544630833,"LEX  _fall"
-11.0458536713,"LEX  _snap"
-9.41677972677,"LEX  _pour"
-10.7835372259,"LEX  _chew"
-10.709366634,"LEX  _stay"
-9.0047867441,"LEX  _to"
-11.7387936624,"LEX  _reach"
-9.37806084233,"LEX  _non-finite"
-10.7835372259,"LEX  _string"
-8.88271405603,"LEX  _remember"
-11.7385865158,"LEX  _let"
-7.80737432396,"LEX  _draw"
-11.9615747354,"LEX  _stop"
-11.556541164,"LEX  _rid"
-8.44335586623,"LEX  _keep"
-9.54193745156,"LEX  _check"
-0.146078341879,"LEX  _UNK"
-11.0458536713,"LEX  _cancel"
-10.5759277492,"LEX  _scar"
-11.7387936624,"LEX  _sing"
-10.1296458272,"LEX  _stick"
-11.556541164,"LEX  _imagine"
-12.2493431003,"LEX  _wunning"
-12.6539456188,"LEX  _touch"
-13.3465756026,"LEX  _buy"
-10.2130616744,"LEX  _serve"
-9.61092703346,"LEX  _walk"
-10.3040248715,"LEX  _burn"
-11.0458536713,"LEX  _frighten"
-10.2130616744,"LEX  _fold"
-11.2689454212,"LEX  _slam"
-12.6544630833,"LEX  _interest"
-8.48109560375,"LEX  _name"
-10.6401123201,"LEX  _think"
-10.3528101016,"LEX  _spill"
-13.3465756026,"LEX  _complain"
-10.950562329,"LEX  _wipe"
-10.8635666502,"LEX  _advertise"
-5.71189238458,"LEX  _like"
-10.8635666502,"LEX  _peek"
-12.6539456188,"LEX  _with"
-13.3465756026,"LEX  _feel"
-9.27107342562,"LEX  _whisper"
-11.2688159295,"LEX  _tell"
-7.13004174844,"LEX  _use"
-11.0458536713,"LEX  _recover"
-9.07195109282,"LEX  _shoot"
-8.46582837317,"LEX  _drive"
-12.6544630833,"LEX  _figure"
-10.5758629928,"LEX  _win"
-11.4024398145,"LEX  _twist"
-13.3465756026,"LEX  _mix"
-11.7387936624,"LEX  _tear"
-13.3465756026,"LEX  _save"
-11.1510760559,"LEX  _visit"
-13.3465756026,"LEX  _dump"
-6.54070876289,"LEX  _mean"
-7.28717941562,"LEX  _at"
-9.71100529795,"LEX  _hook"
-10.5759277492,"LEX  _scratch"
-8.77391365203,"LEX  _shave"
-3.67124368847,"LEX  _null"
-12.6544630833,"LEX  _send"
-11.4024398145,"LEX  _order"
-9.11450945574,"LEX  _knock"
-10.515310746,"LEX  _they"
-9.54191442467,"LEX  _could"
-11.961833635,"LEX  _smile"
-10.950562329,"LEX  _squeeze"
-10.1296872737,"LEX  _laugh"
-2.67792467212,"LEX  _be"
-11.7387936624,"LEX  _suppose"
-10.950562329,"LEX  _unwind"
-8.5611369829,"LEX  _drop"
-8.7842762165,"LEX  _forget"
-10.7835372259,"LEX  _wind"
-12.6544630833,"LEX  _wake"
-8.64814678981,"LEX  _sleep"
-8.81601307604,"LEX  _carry"
-11.1511911638,"LEX  _those"
-9.71086896344,"LEX  _get"
-11.2689454212,"LEX  _scoot"
-12.6539456188,"LEX  _bring"
-10.7835372259,"LEX  _remove"
-8.48880949333,"LEX  _spell"
-9.91459193834,"LEX  _handle"
-8.63909712403,"LEX  _pull"
-6.41424575968,"LEX  _play"
-10.4039343522,"LEX  _put"
-10.3040248715,"LEX  _dream"
-10.8635666502,"LEX  _race"
-11.556541164,"LEX  _bet"
-7.87636661491,"LEX  _live"
-7.84737932683,"LEX  _cook"
-10.7835372259,"LEX  _tape"
-8.54460796407,"LEX  _happen"
-9.05814397003,"LEX  _hide"
-8.30520750864,"LEX  _ride"
-9.35962357051,"LEX  _fix"
-11.961833635,"LEX  _wan"
-11.4024398145,"LEX  _waste"
-10.950562329,"LEX  _cool"
-7.09480722103,"LEX  _about"
-9.47735863372,"LEX  _come"
-10.950562329,"LEX  _charge"
-10.1296872737,"LEX  _roll"
-10.950562329,"LEX  _raise"
-9.91459193834,"LEX  _park"
-10.2575093415,"LEX  _sneeze"
-10.7835372259,"LEX  _decide"
-11.4024398145,"LEX  _might"
-9.25426689275,"LEX  _close"
-12.6544630833,"LEX  _Ernie"
-9.71100529795,"LEX  _listen"
-10.5759277492,"LEX  _scoop"
-9.23772116974,"LEX  _kill"
-11.556541164,"LEX  _cross"
-13.3465756026,"LEX  _recognize"
-10.950562329,"LEX  _fish"
-10.950562329,"LEX  _underneath"
-10.7835372259,"LEX  _wave"
-9.32325729701,"LEX  _lose"
-10.3528101016,"LEX  _dance"
-10.3527582948,"LEX  _help"
-11.961833635,"LEX  _stand"
-11.961833635,"LEX  _box"
-12.6544630833,"LEX  _sell"
-11.1511911638,"LEX  _rock"
-10.0904298963,"LEX  _turn"
-9.8222245169,"LEX  _bounce"
-11.2689454212,"LEX  _spread"
-10.2130616744,"LEX  _transcribe"
-11.0458536713,"LEX  _punch"
-10.3528101016,"LEX  _bite"
-8.45828128559,"LEX  _hit"
-11.0458536713,"LEX  _over"
-11.556541164,"LEX  _sign"
-10.5759277492,"LEX  _step"
-10.5757334927,"LEX  _of"
-7.95956480327,"LEX  _saw"
-11.9615747354,"LEX  _find"
-5.8609104946,"LEX  _want"
-10.7835372259,"LEX  _dare"
-13.3465756026,"LEX  _watch"
-11.556541164,"LEX  _meet"
-13.3465756026,"LEX  _tie"
-9.34127512964,"LEX  _hang"
-9.07195109282,"LEX  _belong"
-8.72362238717,"LEX  _call"
-8.49659954119,"LEX  _move"
-11.1511911638,"LEX  _thank"
-12.6544630833,"LEX  _wrap"
-10.709366634,"LEX  _fee"
-9.8222245169,"LEX  _ca"
-10.3040248715,"LEX  _spend"
-9.85207563298,"LEX  _paint"
-10.950562329,"LEX  _rest"
-9.54193745156,"LEX  _slide"
-10.8635666502,"LEX  _provide"
-11.0458536713,"LEX  _mark"
-13.3465756026,"LEX  _allow"
-9.20546192535,"LEX  _swim"
-11.0458536713,"LEX  _cough"
-9.14392244436,"LEX  _build"
-10.0904697488,"LEX  _begin"
-9.15894415261,"LEX  _should"
-8.29238699054,"LEX  _hold"
-9.23773815704,"LEX  _fell"
-9.35958519237,"LEX  _wear"
-9.9812787024,"LEX  _marry"
-10.950562329,"LEX  _peel"
-9.41675940879,"LEX  _pick"
-8.5611369829,"LEX  _grow"
-13.3465756026,"LEX  _'d"
-11.2689454212,"LEX  _set"
-12.6539456188,"LEX  _write"
-12.6539456188,"LEX  _taste"
-11.0458536713,"LEX  _squeak"
-10.1296872737,"LEX  _teach"
-3.2898933121,"NP  LEX"
-4.02386248718,"NP  _UNK"
-4.02386248718,"NP  _UNK PP"
-0.217199997413,"NP  LEX _of"
-2.27466263237,"NP  LEX PP"
-6.50876913697,"NP  LEX VP"
-4.02386248718,"NP  LEX LEX"
-1.72883215373,"PP  _in"
-6.00475659801,"PP  _to LEX"
-3.64713079258,"PP  _into"
-6.90691281895,"PP  _for"
-1.6103953168,"PP  LEX"
-0.733254647207,"PP  _on"
-7.60005999951,"PP  _to"
-3.33935885178,"PP  _UNK"
-4.97742754956,"PP  _like"
-4.52509506288,"PP  _with"
-7.60005999951,"PP  _at"
-7.60005999951,"PP  LEX _UNK VP"
-5.66422550244,"PP  _about"
-4.43896197531,"PP  LEX _of"
-11.6431112673,"PP  LEX IP"
-5.81711115996,"PP  LEX NP"
-3.26036417248,"PP  _of"
-11.6431112673,"PP  LEX PP"
-11.6431112673,"PP  LEX VP"
-6.51321255242,"PP  LEX LEX"
2.22042434345e-16,"START  IP"
-1.79609079491,"VP  _UNK _UNK _UNK LEX"
-6.69000006168,"VP  _sit"
-12.1374504017,"VP  _catch"
-11.0412390745,"VP  LEX _think PP"
-4.69621651539,"VP  _eat"
-8.84508344437,"VP  _fit"
-4.24487071345,"VP  _UNK LEX VP"
-5.41721722927,"VP  _UNK _with"
-7.55604969332,"VP  _finish"
-12.1374504017,"VP  LEX LEX _UNK _UNK LEX"
-11.4443032211,"VP  _read"
-11.4443032211,"VP  _go IP"
-12.1374504017,"VP  _push"
-8.55743479494,"VP  _cost"
-9.30762832833,"VP  _UNK _UNK _UNK"
-9.5017388479,"VP  _discipline"
-7.63015483191,"VP  _open"
-12.1374504017,"VP  _think _UNK"
-4.02642796294,"VP  LEX LEX LEX VP"
-11.4461034016,"VP  _sit PP"
-12.1374504017,"VP  _have"
-5.46019480075,"VP  _take"
-12.1374504017,"VP  _help PP"
-9.74283059854,"VP  _dash"
-11.0400378732,"VP  _think PP"
-9.83810797048,"VP  _settle"
-9.5017388479,"VP  _start _UNK"
-0.651509582248,"VP  _UNK LEX"
-7.46809022648,"VP  LEX _UNK"
-6.95364803532,"VP  _hear"
-12.1374504017,"VP  _start VP"
-9.83810797048,"VP  _break_dance"
-9.94262678585,"VP  LEX _UNK LEX"
-7.64120422732,"VP  _try"
-5.42566624694,"VP  _know"
-9.19642504234,"VP  _bake"
-8.42739389491,"VP  _chase"
-7.60841569839,"VP  _color"
-3.51841965551,"VP  _go"
-11.4461034016,"VP  _fly"
-8.17042157733,"VP  _UNK IP"
-10.7520557257,"VP  _UNK CP"
-3.56669666786,"VP  LEX"
-8.88281863045,"VP  _kiss"
-8.64443705645,"VP  _feed"
-6.45406641524,"VP  _look"
-6.97624740625,"VP  _throw"
-12.1374504017,"VP  _bury"
-8.50337285109,"VP  _rip"
-12.1374504017,"VP  _UNK _UNK LEX VP"
-9.43276316312,"VP  LEX LEX NP"
-4.51496949092,"VP  _see"
-2.4498316666,"VP  _do"
-6.23837135855,"VP  _UNK VP"
-5.75416861219,"VP  _need"
-12.1374504017,"VP  _have IP"
-12.1374504017,"VP  _UNK _UNK PP"
-7.79720170388,"VP  _fall"
-7.63015483191,"VP  _stay"
-5.23029242332,"VP  LEX CP"
-9.4320415756,"VP  LEX LEX VP"
-7.73429073715,"VP  _let"
-7.85054511569,"VP  _stop"
-6.73373654887,"VP  _UNK"
-6.54632920917,"VP  _sing"
-8.29082959958,"VP  _stick"
-7.78425261987,"VP  _touch"
-11.0412390745,"VP  _suppose _UNK VP"
-6.32691270095,"VP  _buy"
-11.4461034016,"VP  LEX _UNK LEX LEX LEX"
-10.530173095,"VP  _UNK LEX LEX"
-7.09117486045,"VP  LEX _non-finite"
-10.3486930362,"VP  _see LEX"
-12.1374504017,"VP  _UNK LEX LEX LEX _UNK"
-9.74250256835,"VP  _think"
-7.61922619257,"VP  _play PP"
-9.74283059854,"VP  _complain"
-12.1374504017,"VP  LEX LEX _UNK VP"
-12.1374504017,"VP  _UNK _UNK _UNK VP"
-11.4443032211,"VP  LEX LEX LEX"
-12.1374504017,"VP  _UNK LEX PP"
-7.05343538955,"VP  _feel"
-12.1374504017,"VP  _UNK NP"
-5.52900812204,"VP  _tell"
-8.18974086782,"VP  _talk PP"
-11.0412390745,"VP  LEX _non-finite _UNK"
-11.0412390745,"VP  _knit PP"
-8.31233413513,"VP  _mix"
-7.77156046016,"VP  _win"
-9.5017388479,"VP  _figure"
-8.33431129797,"VP  _tear"
-9.43276316312,"VP  LEX _UNK IP"
-7.90689518552,"VP  _save"
-8.11563785428,"VP  _dump"
-8.35678233069,"VP  _visit"
-12.1374504017,"VP  _UNK _present VP"
-8.96284976894,"VP  _come PP"
-5.29514341004,"VP  _UNK PP"
-12.1374504017,"VP  _UNK _UNK LEX _UNK VP"
-8.47739980043,"VP  LEX LEX _UNK PP"
-9.19642504234,"VP  _send"
-9.3682396806,"VP  _taste PP"
-12.1374504017,"VP  _ask LEX"
-5.41242107777,"VP  LEX _for"
-12.1374504017,"VP  LEX _UNK _eat"
-8.70683392158,"VP  _UNK _non-finite VP"
-11.0412390745,"VP  _go LEX"
-12.1374504017,"VP  _UNK LEX IP"
-7.3452336284,"VP  _wake"
-5.99257799936,"VP  _bring"
-4.01335309047,"VP  _get"
-12.1374504017,"VP  _UNK _UNK _UNK _UNK LEX"
-4.61218281264,"VP  _put"
-10.5308943356,"VP  _write PP"
-6.89399193658,"VP  _UNK _UNK VP"
-5.45768854512,"VP  _come"
-9.65584656225,"VP  LEX _UNK PP"
-12.1374504017,"VP  _UNK _non-finite LEX"
-7.90689518552,"VP  _want IP"
-8.88170859843,"VP  LEX IP"
-17.7650715153,"VP  LEX NP"
-9.9434283891,"VP  _recognize"
-11.0400378732,"VP  LEX LEX IP"
-8.18974086782,"VP  _think CP"
-12.1374504017,"VP  LEX LEX PP"
-7.75898224915,"VP  _stand"
-8.77363370042,"VP  _sell"
-11.4461034016,"VP  LEX _UNK LEX PP"
-6.68145313297,"VP  _turn"
-12.1374504017,"VP  _UNK _UNK LEX"
-6.04072696276,"VP  _find"
-6.81316031572,"VP  _look PP"
-12.1374504017,"VP  _watch"
-8.01386139825,"VP  _tie"
-8.67340207308,"VP  LEX PP"
-4.77082109398,"VP  _call"
-9.83666548916,"VP  LEX VP"
-8.03012096463,"VP  _fee"
-11.0412390745,"VP  LEX LEX LEX PP"
-11.4461034016,"VP  _UNK _UNK _help PP"
-11.4461034016,"VP  _swim PP"
-7.65237707723,"VP  LEX _UNK _read"
-9.83810797048,"VP  _make _UNK"
-8.37976994098,"VP  _put LEX"
-9.65374351206,"VP  LEX LEX"
-12.1374504017,"VP  _wear"
-6.43393175076,"VP  LEX _to"
-7.37033879102,"VP  _pick"
-6.15208354442,"VP  _write"
-8.09793940809,"VP  _taste"
