"log_prob","rule"
-10.818718846,"LEX  _recognize"
-10.6516939851,"LEX  _fish"
-10.9140100308,"LEX  _underneath"
-10.5775974939,"LEX  _wave"
-8.87297152584,"LEX  _lose"
-10.6516939851,"LEX  _dance"
-8.81005935533,"LEX  _stand"
-10.6516939851,"LEX  _help"
-11.8299873977,"LEX  _box"
-9.7510028795,"LEX  _sell"
-11.8299873977,"LEX  _rock"
-10.6516136219,"LEX  _turn"
-9.81553704705,"LEX  _bounce"
-10.6516939851,"LEX  _spread"
-10.1256666457,"LEX  _transcribe"
-11.1371013478,"LEX  _punch"
-10.2722551225,"LEX  _bite"
-13.214716405,"LEX  _hit"
-10.9140100308,"LEX  _over"
-11.6069482905,"LEX  _sign"
-10.2722551225,"LEX  _step"
-9.72013821644,"LEX  _of"
-13.214716405,"LEX  _saw"
-7.06406694721,"LEX  _find"
-10.8184339593,"LEX  _want"
-10.6516939851,"LEX  _dare"
-13.214716405,"LEX  _watch"
-13.214716405,"LEX  _meet"
-13.214716405,"LEX  _tie"
-9.30473928658,"LEX  _hang"
-13.214716405,"LEX  _belong"
-9.57910794189,"LEX  _call"
-8.50725505968,"LEX  _move"
-11.1371013478,"LEX  _thank"
-11.4246963691,"LEX  _wrap"
-11.4245222896,"LEX  _fee"
-9.50318105072,"LEX  _ca"
-10.9140100308,"LEX  _spend"
-13.214716405,"LEX  _paint"
-11.0193473309,"LEX  _rest"
-9.72023319974,"LEX  _slide"
-10.5086145727,"LEX  _provide"
-10.9140100308,"LEX  _mark"
-12.5226125213,"LEX  _allow"
-13.214716405,"LEX  _swim"
-11.0193473309,"LEX  _cough"
-13.214716405,"LEX  _promise"
-8.86006846896,"LEX  _build"
-10.1256666457,"LEX  _begin"
-8.01278017734,"LEX  _should"
-8.26096231357,"LEX  _hold"
-9.01208027751,"LEX  _fell"
-12.5220907368,"LEX  _wear"
-9.88452494303,"LEX  _marry"
-11.0193473309,"LEX  _peel"
-9.78271576659,"LEX  _pick"
-8.34925356222,"LEX  _grow"
-9.15632504638,"LEX  _'d"
-10.6516939851,"LEX  _set"
-10.1255716655,"LEX  _write"
-8.71697119765,"LEX  _taste"
-10.7317232984,"LEX  _squeak"
-9.99784467248,"LEX  _teach"
-3.33665886052,"NP  _UNK LEX"
-0.620309856608,"NP  LEX"
-2.28060618628,"NP  _UNK _UNK"
-2.64351167996,"NP  _UNK"
-3.33665886052,"NP  _picture PP"
-2.64351167996,"NP  _UNK PP"
-3.33665886052,"NP  LEX _of"
-2.6127400213,"NP  LEX PP"
-6.10924758276,"NP  LEX VP"
-3.33665886052,"NP  LEX LEX"
-2.9116064093,"PP  _in"
-5.45995481372,"PP  _for"
-0.45288114601,"PP  LEX"
-3.55398586833,"PP  _from"
-5.52758968126,"PP  _on"
-2.65977029892,"PP  _UNK _UNK PP"
-6.08641061978,"PP  _to"
-8.84464238642,"PP  _UNK _UNK"
-3.01554198203,"PP  _UNK"
-5.7252961569,"PP  _with"
-2.90382498977,"PP  _at"
-2.56704301586,"PP  _about"
-8.14276152589,"PP  LEX IP"
-7.47159325205,"PP  _out PP"
-12.8876936543,"PP  LEX NP"
-4.17988010323,"PP  _of"
-12.8876936543,"PP  LEX PP"
-12.8876936543,"PP  LEX VP"
-7.75779493933,"PP  _in VP"
-8.84464238642,"PP  LEX LEX"
2.22042434345e-16,"START  IP"
-9.43352181742,"VP  _cry"
-14.3500855686,"VP  _UNK _UNK _UNK LEX"
-8.79668653741,"VP  _sit"
-14.3500855686,"VP  _bear"
-9.47830426725,"VP  _catch"
-7.99567967012,"VP  _give"
-6.80707799782,"VP  _eat"
-13.658658079,"VP  _fit"
-12.2736554295,"VP  _UNK LEX VP"
-9.34955846435,"VP  _miss"
-12.0505980517,"VP  _smell"
-11.5807236966,"VP  _pretend"
-9.02563500497,"VP  _read"
-13.253766859,"VP  _go IP"
-9.0753956605,"VP  _talk"
-9.36307186866,"VP  _hurt"
-10.6398717454,"VP  _UNK LEX _of"
-14.3500855686,"VP  LEX _UNK _UNK _UNK PP"
-10.4414359443,"VP  _talk LEX"
-14.3500855686,"VP  _think _UNK"
-8.34470625499,"VP  _drink"
-9.9108360892,"VP  _start"
-11.7883133385,"VP  _ride PP"
-14.3500855686,"VP  _sit PP"
-9.13315344859,"VP  _cut"
-14.3500855686,"VP  LEX _on"
-13.253766859,"VP  _go _UNK _UNK"
-7.64910933204,"VP  _take"
-8.5070791717,"VP  _work"
-10.3828457046,"VP  _UNK LEX"
-8.45086631527,"VP  LEX _UNK"
-9.73837325522,"VP  _blow"
-14.3500855686,"VP  _hear"
-9.65301619956,"VP  _break"
-10.0227492015,"VP  LEX _with"
-14.3500855686,"VP  _attach"
-11.868333948,"VP  _suppose _UNK LEX"
-9.71873197002,"VP  _try"
-11.8677595654,"VP  LEX _UNK LEX"
-7.65156331062,"VP  _know"
-5.74393724335,"VP  _go"
-10.259125881,"VP  _love"
-10.4616372442,"VP  _fly"
-9.69946904535,"VP  _UNK IP"
-12.0505980517,"VP  _crack"
-11.262172029,"VP  _UNK CP"
-4.09365502725,"VP  LEX"
-12.9663718541,"VP  _like _UNK VP"
-11.3576232403,"VP  _sound LEX"
-14.3500855686,"VP  _keep LEX"
-14.3500855686,"VP  _UNK _UNK LEX _UNK"
-11.7883133385,"VP  _die"
-6.857428653,"VP  _make"
-11.2623287319,"VP  _look"
-9.35629234017,"VP  _throw"
-11.868333948,"VP  _UNK LEX _UNK VP"
-11.3576232403,"VP  _bury"
-11.4629646024,"VP  _use _UNK"
-11.0574356516,"VP  _see"
-11.6452478531,"VP  _bump"
-14.3500855686,"VP  _UNK LEX _UNK PP"
-14.3500855686,"VP  _do"
-11.868333948,"VP  LEX _UNK LEX _UNK LEX"
-10.7694344268,"VP  _UNK VP"
-7.98705154024,"VP  _need"
-14.3500855686,"VP  _say"
-14.3500855686,"VP  _have IP"
-14.3500855686,"VP  _UNK _UNK PP"
-8.86457593769,"VP  _ask"
-9.9108360892,"VP  _fall"
-9.6085657999,"VP  _stay"
-13.6569383881,"VP  LEX CP"
-14.3500855686,"VP  _UNK _UNK"
-11.6452478531,"VP  LEX LEX VP"
-8.72949795806,"VP  _draw"
-10.0494162224,"VP  _let"
-7.49811548063,"VP  _UNK _on"
-9.73837325522,"VP  _keep"
-10.4822550654,"VP  _put PP"
-0.0385441201017,"VP  _UNK"
-12.561193896,"VP  _sing"
-10.4022178834,"VP  _stick"
-9.97145817563,"VP  _touch"
-8.52751763359,"VP  _buy"
-11.9553192095,"VP  _UNK LEX LEX"
-12.561193896,"VP  LEX _picture PP"
-9.69953472248,"VP  _name"
-10.133969499,"VP  _want LEX VP"
-14.3500855686,"VP  _play PP"
-12.7434005829,"VP  _use IP"
-12.9663718541,"VP  _start LEX"
-14.3500855686,"VP  _UNK _UNK _UNK VP"
-12.5606196784,"VP  LEX LEX LEX"
-7.77149322197,"VP  _UNK LEX PP"
-9.9108360892,"VP  _go PP"
-10.3281146476,"VP  _whisper"
-8.16731219373,"VP  _use"
-14.3500855686,"VP  _tell"
-12.0505980517,"VP  _turn PP"
-9.29726014418,"VP  _drive"
-11.4089074619,"VP  _be NP"
-10.5248115566,"VP  _mix"
-9.67136475773,"VP  _win"
-10.4414359443,"VP  _tear"
-12.9646506833,"VP  LEX _UNK IP"
-12.4071252742,"VP  _UNK _go IP"
-10.9522155952,"VP  _visit"
-14.3500855686,"VP  _come PP"
-11.1753304146,"VP  _hook"
-7.00814526352,"VP  _UNK PP"
-9.70910385773,"VP  _shave"
-7.55335400458,"VP  LEX _for"
-7.45683009458,"VP  _UNK _non-finite VP"
-8.11323862417,"VP  _be"
-9.29726014418,"VP  _UNK LEX LEX LEX VP"
-14.3500855686,"VP  _UNK LEX IP"
-13.658658079,"VP  _carry"
-14.3500855686,"VP  _sleep"
-6.26128745126,"VP  _get"
-8.18182011653,"VP  _bring"
-14.3500855686,"VP  _UNK _to"
-9.71876544675,"VP  _pull"
-7.51190138424,"VP  _play"
-14.3500855686,"VP  LEX LEX _present LEX"
-14.3500855686,"VP  LEX _try"
-6.88558164191,"VP  _put"
-14.3500855686,"VP  _race"
-14.3500855686,"VP  _dream"
-11.0212002575,"VP  _be PP"
-12.2736554295,"VP  _bet"
-12.2736554295,"VP  _think LEX"
-12.7420231722,"VP  LEX _UNK VP"
-14.3500855686,"VP  _UNK _UNK VP"
-10.0359938233,"VP  _hide"
-9.17172499038,"VP  _ride"
-14.3500855686,"VP  _come"
-10.7699131935,"VP  _park"
-13.658658079,"VP  _kill"
-11.518085817,"VP  LEX IP"
-20.0234088358,"VP  LEX NP"
-9.39762800698,"VP  LEX LEX IP"
-14.3500855686,"VP  LEX _do"
-8.96444043758,"VP  _turn"
-9.47830426725,"VP  _hit"
-14.3500855686,"VP  _saw"
-12.0499088718,"VP  _look PP"
-6.91220550066,"VP  _want"
-9.59132450602,"VP  _watch"
-11.7883133385,"VP  _meet"
-13.253766859,"VP  _tie"
-10.293025451,"VP  _belong"
-9.97094109026,"VP  LEX PP"
-11.3086771218,"VP  _call"
-12.9629324698,"VP  LEX VP"
-12.9663718541,"VP  _suppose CP"
-9.75837323223,"VP  _fee"
-14.3500855686,"VP  LEX LEX LEX PP"
-10.5033069462,"VP  _paint"
-11.5807236966,"VP  _UNK _UNK IP"
-12.2736554295,"VP  LEX _UNK LEX _UNK _UNK PP"
-10.5922476079,"VP  LEX _play"
-10.4022178834,"VP  _swim"
-8.55441435994,"VP  _wear"
-6.96272088212,"VP  LEX LEX"
-14.3500855686,"VP  _want PP"
-13.658658079,"VP  _write _on"
-12.0505980517,"VP  _let VP"
-9.50147070961,"VP  _pick"
-12.9663718541,"VP  _come _UNK LEX"
-14.3500855686,"VP  _write"
-14.3500855686,"VP  _go _UNK VP"
