"log_prob","rule"
-10.1031677762,"CP  _null LEX LEX"
-8.1660424567,"CP  _UNK LEX VP"
-5.44049909815,"CP  _null LEX _use _for"
-8.1660424567,"CP  LEX _could _start _UNK"
-9.4151356963,"CP  _that _present _UNK"
-7.71459223535,"CP  LEX LEX _bring"
-9.41002059564,"CP  _null LEX VP"
-5.80921987829,"CP  _null _have IP"
-6.37550922919,"CP  _UNK _might VP"
-4.39307869941,"CP  LEX _'ll VP"
-6.4242871235,"CP  _UNK _past _saw"
-5.40380120298,"CP  _null _could _start _do"
-7.16844285075,"CP  LEX LEX _non-finite VP"
-6.01890790759,"CP  LEX LEX _like _non-finite VP"
-9.0113814526,"CP  _null LEX _start VP"
-7.54768221177,"CP  LEX _UNK LEX"
-10.1031677762,"CP  _UNK LEX _win"
-6.58676058364,"CP  LEX _would _think"
-4.2410741921,"CP  _UNK IP"
-14.6881352549,"CP  LEX"
-4.30500319605,"CP  _null IP"
-2.9463704902,"CP  _null _past VP"
-10.1031677762,"CP  LEX LEX LEX LEX"
-7.16844285075,"CP  LEX _non-finite _color"
-8.50192663097,"CP  _UNK _past _want _non-finite VP"
-9.4151356963,"CP  _UNK LEX _use PP"
-7.16844285075,"CP  _UNK _present _use PP"
-7.34019143172,"CP  LEX _might LEX"
-7.71459223535,"CP  LEX _could _start _do"
-8.72455591125,"CP  _UNK VP"
-0.514017820348,"CP  _null _present VP"
-8.72455591125,"CP  _that LEX LEX"
-10.1031677762,"CP  _until IP"
-5.28502806823,"CP  LEX _might _like _non-finite"
-5.20069358998,"CP  _that _present _live"
-8.1660424567,"CP  _null _might LEX _UNK"
-5.21550754446,"CP  LEX _would _bring"
-7.91505487921,"CP  _null LEX LEX _UNK _eat"
-5.28502806823,"CP  LEX _will LEX"
-6.97748193137,"CP  _null LEX _make"
-4.99524528448,"CP  _UNK _present VP"
-8.50192663097,"CP  LEX _UNK _saw"
-6.61660436131,"CP  _null _UNK LEX _non-finite _eat"
-6.37550922919,"CP  _UNK _should VP"
-7.71459223535,"CP  _that _UNK _like"
-4.46089892384,"CP  _null _could VP"
-7.06841104108,"CP  _that LEX _live"
-5.21543061842,"CP  _that IP"
-5.40380120298,"CP  _null _would _like IP"
-5.27697874346,"CP  _UNK _UNK VP"
-2.46467465974,"CP  LEX _present VP"
-6.61660436131,"CP  LEX LEX _be _for"
-10.1031677762,"CP  LEX _past VP"
-6.32900036811,"CP  LEX _have IP"
-10.1031677762,"CP  LEX _UNK _be"
-6.64575724969,"CP  LEX IP"
-5.33421415441,"CP  _null _might _have"
-6.58676058364,"CP  _UNK _could VP"
-5.15752462085,"CP  _null _win"
-14.6881352549,"CP  LEX VP"
-5.08291897634,"CP  LEX _present"
-2.36711915704,"CP  _null _UNK VP"
-9.4151356963,"CP  _null _past _want _non-finite LEX"
