"log_prob","rule"
-7.90189909743,"CP  _null LEX _sit _UNK"
-4.15430217694,"CP  _UNK _UNK _UNK LEX"
-10.2912618953,"CP  LEX _UNK LEX _UNK"
-9.5981147147,"CP  _UNK LEX VP"
-6.96811025495,"CP  _null _'ll VP"
-5.76795070714,"CP  LEX _might VP"
-5.64660144222,"CP  LEX LEX _bring"
-9.60279856401,"CP  _null LEX VP"
-8.10237938924,"CP  _null _have IP"
-8.353394685,"CP  _null _might LEX IP"
-10.2912618953,"CP  _UNK _might VP"
-10.2912618953,"CP  LEX LEX LEX LEX LEX"
-7.35571625534,"CP  LEX _'ll VP"
-10.2912618953,"CP  LEX _could VP"
-7.66092067848,"CP  _null LEX _start VP"
-6.68947878351,"CP  _null LEX _look _like"
-10.2912618953,"CP  _like IP"
-4.72088621039,"CP  LEX _present LEX PP"
-8.90496753414,"CP  _UNK IP"
-6.86636015605,"CP  LEX _present LEX _non-finite _eat"
-14.9640907297,"CP  LEX"
-1.64734877441,"CP  _null IP"
-10.2912618953,"CP  _null _past VP"
-10.2912618953,"CP  _UNK _past VP"
-7.00446542462,"CP  _UNK LEX _make _of"
-7.08139852343,"CP  _null LEX _win"
-7.12220480073,"CP  _null _will VP"
-7.35571625534,"CP  _UNK LEX _come PP"
-9.5981147147,"CP  _UNK _UNK LEX VP"
-10.2912618953,"CP  _null LEX _bring"
-6.83462096493,"CP  _UNK _should _use"
-8.68932870848,"CP  _UNK _present _use PP"
-10.2912618953,"CP  _UNK LEX _UNK PP"
-7.08139852343,"CP  _null LEX _make PP"
-6.58684949873,"CP  LEX _UNK _allow IP"
-9.19889962693,"CP  _null _past _want IP"
-6.03783889468,"CP  LEX _must VP"
-7.08139852343,"CP  _until IP"
-3.95851360793,"CP  LEX LEX _be PP"
-6.42925410313,"CP  LEX _might _need"
-6.71687067697,"CP  _UNK _present _cook"
-10.2912618953,"CP  LEX LEX _like IP"
-8.68932870848,"CP  _null _present LEX NP"
-6.61153636024,"CP  LEX _would _bring"
-6.74503406866,"CP  LEX _should _color"
-6.3301817386,"CP  LEX LEX _UNK _from"
-5.70543649746,"CP  _UNK LEX _color"
-7.9971235911,"CP  LEX _would _like IP"
-6.86636015605,"CP  LEX _UNK _like _non-finite"
-8.10237938924,"CP  _UNK _have LEX LEX"
-6.22295430682,"CP  _null LEX"
-8.50732107414,"CP  LEX _UNK _do NP"
-7.00446542462,"CP  LEX _UNK LEX _UNK _touch"
-6.83462096493,"CP  _until LEX _come"
-2.13528532075,"CP  _UNK _present VP"
-7.12220480073,"CP  LEX _UNK LEX _do"
-6.05202163175,"CP  _UNK _UNK _saw"
-6.05202163175,"CP  _null LEX _stick"
-4.35782749973,"CP  _null LEX LEX PP"
-3.21474227674,"CP  _null"
-5.81190927191,"CP  LEX LEX _work"
-7.66092067848,"CP  _UNK _could _UNK"
-10.2912618953,"CP  LEX LEX _get"
-8.91200156079,"CP  _null _could _start VP"
-6.93303054948,"CP  _null LEX _like LEX VP"
-8.68932870848,"CP  _UNK _present _do NP"
-6.3301817386,"CP  _UNK _will VP"
-6.47180517401,"CP  LEX _UNK _use PP"
-8.353394685,"CP  _null _UNK _non-finite _do"
-6.20614985304,"CP  _null _could VP"
-5.31015487427,"CP  _null _UNK _be PP"
-5.67530893143,"CP  _that IP"
-4.75153884336,"CP  _UNK _UNK _go"
-6.86636015605,"CP  _UNK _would VP"
-10.2912618953,"CP  _that _present VP"
-6.61153636024,"CP  _UNK LEX _think"
-0.694018279821,"CP  LEX IP"
-5.73620517853,"CP  LEX _win"
-10.2912618953,"CP  LEX LEX _live"
-6.63684812226,"CP  _null _might VP"
-6.24004598376,"CP  LEX LEX _win"
-10.2912618953,"CP  _null LEX _go"
-6.25743487336,"CP  _null LEX _saw"
-5.61843306079,"CP  LEX LEX _stick"
-14.9640907297,"CP  LEX VP"
-5.50478312642,"CP  _UNK _UNK LEX LEX _eat"
-10.2912618953,"CP  LEX LEX LEX PP"
-10.2912618953,"CP  _null _UNK VP"
-10.2912618953,"CP  _UNK _UNK IP"
-6.63684812226,"CP  _null _present _be _for"
-6.83462096493,"CP  _null LEX _need"
-10.4665807872,"IP  _past _use IP"
-10.6424636997,"IP  LEX LEX _UNK _peel"
-14.5912586138,"IP  LEX _carry LEX"
-10.8560263537,"IP  LEX _be _play PP"
-1.71184714437,"IP  LEX _be"
-8.28383267037,"IP  _would _UNK LEX VP"
-14.5912586138,"IP  LEX _go"
-14.5912586138,"IP  _might LEX IP"
-10.3452245383,"IP  LEX _smile PP"
-11.4155975025,"IP  _present _sing PP"
-6.83115838212,"IP  LEX _want _non-finite VP"
-14.5912586138,"IP  _UNK _set"
-14.5912586138,"IP  _non-finite _go"
-8.98794423661,"IP  LEX _laugh"
-11.2978260397,"IP  _non-finite _UNK LEX _put"
-14.5912586138,"IP  _UNK _scream"
-11.2614617021,"IP  _past LEX LEX _UNK LEX _UNK"
-14.5912586138,"IP  LEX _put"
-14.5912586138,"IP  LEX _UNK"
-6.26289127841,"IP  LEX _go _non-finite VP"
-10.5683591614,"IP  LEX _UNK _hide"
-10.9048135419,"IP  _'d _find"
-14.5912586138,"IP  _UNK LEX _UNK _touch"
-8.63016972371,"IP  LEX _pour"
-8.23071445955,"IP  _non-finite _UNK PP"
-14.5912586138,"IP  _UNK _do"
-7.87715769389,"IP  _could LEX"
-2.07293046804,"IP  LEX"
-10.1629089337,"IP  LEX _come IP"
-11.5025994108,"IP  _non-finite _pour PP"
-7.46605978828,"IP  LEX _hold"
-10.7650597512,"IP  _present _be _UNK IP"
-9.703387569,"IP  _non-finite _fee"
-6.96086877799,"IP  _past LEX LEX"
-12.9838177066,"IP  _would _let _present VP"
-6.86007082869,"IP  LEX _look _like"
-12.9838177066,"IP  LEX _let IP"
-14.5912586138,"IP  _UNK _UNK PP"
-14.5912586138,"IP  _UNK _go"
-10.4828406471,"IP  _past _do VP"
-11.4155975025,"IP  LEX _allow _non-finite VP"
-10.9048135419,"IP  _UNK _step PP"
-9.65924559033,"IP  LEX LEX VP"
-6.76015229891,"IP  _will VP"
-9.64497787332,"IP  LEX _stick PP"
-5.6075588609,"IP  _can VP"
-14.5912586138,"IP  LEX _bet"
-14.5912586138,"IP  _UNK LEX _UNK"
-8.28020291879,"IP  _'d VP"
-8.45818519172,"IP  LEX _fell"
-7.6448558725,"IP  _non-finite LEX _UNK"
-8.99532427583,"IP  LEX LEX LEX"
-14.5912586138,"IP  _present _UNK _on"
-11.4155975025,"IP  _present _cook PP"
-14.5912586138,"IP  _UNK _be PP"
-14.5912586138,"IP  _UNK _name"
-8.41166542205,"IP  LEX _fix"
-8.66150367532,"IP  _UNK _UNK LEX LEX LEX PP"
-10.3170546534,"IP  LEX _wunning PP"
-14.5912586138,"IP  _UNK _like _non-finite"
-11.6491849446,"IP  _present _dig PP"
-8.16564618259,"IP  LEX _think _null IP"
-11.0383360065,"IP  _non-finite _start LEX"
-7.4822413384,"IP  _UNK LEX IP"
-14.5912586138,"IP  LEX _call"
-8.49792530099,"IP  _past _go PP"
-14.5912586138,"IP  _present LEX _non-finite _eat"
-5.38832691519,"IP  _present LEX LEX VP"
-14.5912586138,"IP  _UNK _allow IP"
-13.4926463252,"IP  _non-finite LEX"
-14.5887679525,"IP  LEX IP"
-3.17382275874,"IP  _present VP"
-5.9193867737,"IP  _would VP"
-8.56306422418,"IP  _will LEX"
-14.5912586138,"IP  _non-finite _set"
-14.5912586138,"IP  _UNK _UNK LEX"
-12.0286138474,"IP  LEX _think _UNK _UNK IP"
-7.74574756554,"IP  LEX _talk _about"
-5.38521649356,"IP  _present _have"
-14.5912586138,"IP  LEX _color"
-10.3596127582,"IP  _present _suppose _UNK VP"
-10.499369266,"IP  LEX _UNK _those"
-14.5912586138,"IP  _non-finite _do"
-14.5912586138,"IP  _UNK _visit"
-8.89665361831,"IP  _ca LEX"
-14.5912586138,"IP  _UNK LEX _do"
-13.8981114333,"IP  LEX LEX"
-14.5912586138,"IP  LEX _stay"
-8.85395454331,"IP  LEX _tear"
-14.5912586138,"IP  _non-finite _sing PP"
-14.5912586138,"IP  _non-finite _hook"
-9.51856605393,"IP  LEX LEX LEX _non-finite VP"
-14.5912586138,"IP  _UNK _touch"
-10.4828406471,"IP  LEX _have LEX _UNK PP"
-4.55617409771,"IP  LEX _UNK _non-finite VP"
-9.98856030837,"IP  LEX _swing"
-12.1086405326,"IP  _would LEX _UNK PP"
-10.7018841768,"IP  _past _say CP"
-10.956103547,"IP  LEX LEX _UNK _scream"
-10.1163902709,"IP  LEX _suppose CP"
-14.5912586138,"IP  LEX _make _of"
-14.5912586138,"IP  _UNK LEX LEX _eat"
-12.2909204323,"IP  LEX _UNK _in VP"
-9.58310353342,"IP  LEX _ride PP"
-14.5912586138,"IP  _non-finite _draw"
-10.0719397434,"IP  LEX _die"
-14.5912586138,"IP  LEX _draw NP"
-14.5912586138,"IP  _UNK _drink"
-14.5912586138,"IP  _UNK _let LEX PP"
-6.0773621224,"IP  _UNK _think CP"
-14.5912586138,"IP  LEX _read"
-9.20467234876,"IP  _'d _UNK LEX VP"
-14.5912586138,"IP  _non-finite _tear"
-7.18038665051,"IP  LEX _cook"
-7.29193146613,"IP  _present _be PP"
-14.5912586138,"IP  LEX LEX LEX LEX"
-10.2896566176,"IP  _present _like LEX _eat"
-14.5912586138,"IP  LEX _keep PP"
-7.47898401316,"IP  LEX LEX _non-finite"
-11.8855386402,"IP  _UNK _color"
-11.8855386402,"IP  _non-finite LEX VP"
-12.2909204323,"IP  _non-finite _want LEX _bet"
-14.5912586138,"IP  _present _cook"
-14.5912586138,"IP  _UNK"
-12.2909204323,"IP  _past _tell _UNK IP"
-10.0190187427,"IP  _UNK _pour PP"
-9.93977133464,"IP  _UNK LEX _null IP"
-9.58308686717,"IP  _must VP"
-11.9545196089,"IP  _past LEX _UNK LEX"
-14.5912586138,"IP  LEX _UNK _from"
-14.5912586138,"IP  LEX _saw"
-14.5912586138,"IP  _would _bring"
-7.41292239241,"IP  _present _go _non-finite VP"
-5.92573098293,"IP  _UNK _go IP"
-14.5912586138,"IP  _UNK _help PP"
-10.8801224536,"IP  LEX _get _marry"
-14.5912586138,"IP  LEX _start VP"
-11.2263734609,"IP  _UNK _let IP"
-4.40227182462,"IP  _non-finite VP"
-9.03306424769,"IP  LEX _draw"
-10.1629089337,"IP  _UNK _tell CP"
-10.533269381,"IP  _UNK _hide PP"
-14.5912586138,"IP  _past _want IP"
-10.0719397434,"IP  LEX _peek"
-14.5912586138,"IP  _non-finite _drive _over"
-9.92090329537,"IP  LEX _advertise"
-11.7032448569,"IP  _present _plan IP"
-14.5912586138,"IP  LEX _like IP"
-14.5912586138,"IP  _non-finite _hammer"
-11.3747796742,"IP  LEX _suppose _UNK _set"
-10.0190187427,"IP  LEX _bury"
-14.5912586138,"IP  LEX _make PP"
-7.45806615657,"IP  _'d LEX"
-9.97861022503,"IP  LEX _wind"
-8.86364759422,"IP  LEX _serve"
-9.44044944878,"IP  _UNK _use LEX VP"
-12.6474882659,"IP  _UNK LEX _at"
-9.98856030837,"IP  LEX _step"
-12.1086405326,"IP  _would _like _UNK LEX PP"
-13.8981114333,"IP  LEX _love"
-14.5912586138,"IP  LEX _UNK _play PP"
-14.5912586138,"IP  LEX _watch"
-14.5912586138,"IP  _present LEX NP"
-10.6618808429,"IP  _present _be LEX LEX"
-14.5912586138,"IP  LEX _pick"
-12.3962531775,"IP  _shall _pretend CP"
-14.5912586138,"IP  _present _be _for"
-10.1870057594,"IP  LEX _need LEX VP"
-9.88420277046,"IP  LEX LEX _they"
-11.760395102,"IP  _may LEX LEX VP"
-12.1086405326,"IP  _non-finite _figure CP"
-12.5140015012,"IP  _may VP"
-9.24663605863,"IP  _can LEX PP"
-14.5912586138,"IP  LEX _stand"
-12.1956329743,"IP  LEX LEX _UNK LEX _UNK PP"
-8.55826808067,"IP  _past LEX CP"
-11.2263734609,"IP  LEX _want LEX _talk PP"
-9.30547583716,"IP  LEX _bump"
-2.1878488564,"IP  _present LEX"
-10.4665807872,"IP  _UNK _hold PP"
-11.5025994108,"IP  LEX LEX _non-finite _open PP"
-14.5912586138,"IP  _UNK _ride"
-10.7870374503,"IP  LEX _mean CP"
-10.7225024012,"IP  LEX _dream"
-14.5912586138,"IP  _present _do NP"
-7.2738889086,"IP  _present _think CP"
-7.21849814962,"IP  LEX _like _UNK VP"
-14.5912586138,"IP  _should _use"
-10.7870374503,"IP  _can LEX"
-13.8981114333,"IP  LEX _stick"
-12.5140015012,"IP  _present LEX LEX _mail"
-10.7018841768,"IP  _UNK _start VP"
-9.27072112496,"IP  _would _like IP"
-13.8981114333,"IP  LEX _live"
-8.93426456752,"IP  LEX _feed"
-10.2499176052,"IP  LEX _be LEX IP"
-14.5912586138,"IP  _should _color"
-10.4348333489,"IP  _UNK _sing PP"
-9.82304968336,"IP  LEX _wanT IP"
-9.2658671894,"IP  LEX LEX _blow"
-14.5912586138,"IP  _non-finite _eat"
-11.4155975025,"IP  LEX _try _UNK _say"
-14.5912586138,"IP  LEX _like LEX VP"
-10.7650597512,"IP  _present _see VP"
-20.5852200411,"IP  LEX CP"
-13.4926463252,"IP  _non-finite"
-14.5912586138,"IP  _present LEX PP"
-14.5912586138,"IP  LEX LEX _to _party PP"
-14.5912586138,"IP  _non-finite _go _see"
-11.1924747825,"IP  LEX _bet _UNK LEX VP"
-9.68846219726,"IP  LEX _dance PP"
-10.5506603675,"IP  _UNK _at"
-13.8981114333,"IP  _UNK LEX PP"
-14.5912586138,"IP  _non-finite LEX PP"
-14.5912586138,"IP  LEX _work"
-14.5912586138,"IP  _present _hold"
-14.5912586138,"IP  _UNK _say"
-7.981711099,"IP  LEX _catch"
-11.1279414693,"IP  _UNK _teach IP"
-6.86621928224,"IP  _shall VP"
-6.40063108116,"IP  _should VP"
-14.5912586138,"IP  _UNK _saw"
-7.45330046996,"IP  LEX _drive"
-11.6491849446,"IP  _could _start VP"
-11.2978260397,"IP  LEX _hope CP"
-14.5912586138,"IP  _could _UNK"
-9.03306424769,"IP  LEX _go LEX _get"
-7.53585325371,"IP  _'ll VP"
-9.38973507079,"IP  _non-finite _play PP"
-6.20416785918,"IP  _present _UNK CP"
-13.4926463252,"IP  LEX _get"
-7.03628128694,"IP  _present _UNK LEX"
-14.5912586138,"IP  LEX _mail"
-14.5912586138,"IP  _UNK _wear"
-10.2896228356,"IP  LEX NP"
-14.5912586138,"IP  _UNK _do NP"
-6.27990138841,"IP  LEX _bring"
-11.3355628068,"IP  _present _fund PP"
-14.5912586138,"IP  LEX _sit _UNK"
