"log_prob","rule"
-5.09526598562,"CP  _UNK LEX _UNK _non-finite LEX"
-9.70417915789,"CP  _null LEX LEX LEX"
-7.91764163264,"CP  _that _UNK VP"
-7.91764163264,"CP  _null _UNK LEX LEX _eat"
-6.61912048075,"CP  LEX LEX _like _UNK"
-9.70417915789,"CP  LEX _UNK _look _UNK"
-9.70417915789,"CP  LEX _UNK LEX _UNK"
-9.01416187034,"CP  _UNK LEX VP"
-5.9726294184,"CP  _UNK _should _UNK"
-6.93746704414,"CP  _null _UNK LEX LEX"
-9.70417915789,"CP  _that _present _UNK"
-8.09975378728,"CP  LEX _present _do _study PP"
-9.01103197733,"CP  _null LEX VP"
-6.66562688715,"CP  _until _UNK VP"
-9.70417915789,"CP  _UNK LEX _allow LEX VP"
-5.19945104738,"CP  _UNK _might VP"
-6.53213292038,"CP  _UNK _might _need"
-7.40723494478,"CP  LEX _UNK _come _UNK"
-7.76364055263,"CP  _UNK _could _do"
-9.70417915789,"CP  _null _present _do"
-7.00197937046,"CP  LEX _could _UNK _UNK"
-7.07094230586,"CP  _null LEX _make _of"
-7.2250181494,"CP  _UNK _present _stick"
-9.70417915789,"CP  LEX _UNK LEX"
-7.40723494478,"CP  _UNK _present _UNK NP"
-9.70417915789,"CP  _like IP"
-7.2250181494,"CP  LEX _present LEX PP"
-4.78314951209,"CP  _UNK _present LEX PP"
-2.08822184351,"CP  _UNK IP"
-3.81053418649,"CP  _UNK LEX _UNK LEX"
-14.7793529731,"CP  LEX"
-1.31925244515,"CP  _null IP"
-9.70417915789,"CP  _null _past VP"
-6.57468114417,"CP  LEX LEX _allow IP"
-7.5125256256,"CP  _null LEX LEX _study PP"
-7.14501573749,"CP  _UNK _would LEX _non-finite VP"
-6.3780196678,"CP  LEX _might LEX LEX"
-9.70417915789,"CP  _null LEX _bring"
-9.70417915789,"CP  _UNK _UNK LEX VP"
-9.70417915789,"CP  _UNK LEX _UNK NP"
-7.76364055263,"CP  LEX LEX _find"
-7.40723494478,"CP  _null _UNK _start VP"
-9.70417915789,"CP  _UNK VP"
-7.40723494478,"CP  _null _present VP"
-7.00197937046,"CP  _UNK _'ll LEX"
-5.58321295055,"CP  LEX _must VP"
-9.70417915789,"CP  _null _present LEX _for"
-8.60974224063,"CP  _until IP"
-6.18390328374,"CP  LEX _present _like IP"
-1.90537659881,"CP  LEX LEX VP"
-7.07094230586,"CP  _UNK _could LEX VP"
-9.70417915789,"CP  LEX LEX _like IP"
-7.3119819062,"CP  LEX _would LEX _UNK _eat"
-3.64897719169,"CP  _null _present _be"
-7.00197937046,"CP  LEX _UNK LEX _UNK _on"
-9.01416187034,"CP  _null _UNK _sit PP"
-6.49132140534,"CP  LEX _UNK _like _non-finite"
-7.76364055263,"CP  LEX _present _use LEX"
-9.70417915789,"CP  _UNK _present VP"
-9.70417915789,"CP  _UNK _win"
-4.85836937297,"CP  _null LEX LEX PP"
-9.01416187034,"CP  _null _UNK _make LEX"
-3.68698594971,"CP  _null"
-7.63022137456,"CP  LEX _UNK _do _study PP"
-7.40723494478,"CP  LEX _would VP"
-9.01416187034,"CP  _null LEX _like LEX VP"
-9.01416187034,"CP  LEX _UNK _sit PP"
-5.70300124115,"CP  _UNK _will VP"
-9.70417915789,"CP  _UNK LEX _bring"
-7.63022137456,"CP  _that _UNK _like"
-7.14501573749,"CP  LEX LEX _look _like"
-6.15492103104,"CP  _null _UNK _stick"
-6.3780196678,"CP  _null _could VP"
-5.2443960809,"CP  _that IP"
-9.01103197733,"CP  LEX _UNK VP"
-9.01103197733,"CP  _UNK _UNK VP"
-4.92274740649,"CP  LEX _present VP"
-6.49132140534,"CP  _UNK _past _eat"
-6.87686553596,"CP  _UNK _UNK _non-finite _do"
-7.07094230586,"CP  _null _'ll _UNK"
-5.90364652849,"CP  _UNK _would VP"
-9.70417915789,"CP  _that _present VP"
-6.2137506425,"CP  LEX _UNK _start LEX"
-6.49132140534,"CP  _UNK LEX _think"
-3.81602861087,"CP  _UNK LEX _be PP"
-1.53066007442,"CP  LEX IP"
-6.93746704414,"CP  _UNK _could VP"
-5.26772352529,"CP  LEX _win"
-3.79963508281,"CP  _UNK _present _UNK PP"
-6.66562688715,"CP  _null _might VP"
-6.15492103104,"CP  _UNK _past _say"
-5.92611620838,"CP  _UNK _present _UNK LEX VP"
-6.57468114417,"CP  _null _might _UNK"
-8.60974224063,"CP  _UNK _past LEX _UNK LEX"
-7.5125256256,"CP  _until _present _come"
