"log_prob","rule"
-10.5474182281,"CP  LEX"
-0.00112986939695,"CP  _null IP"
-6.83384616135,"CP  LEX IP"
-10.5474182281,"CP  LEX VP"
-7.6767461063,"IP  _past _think CP"
-7.6767461063,"IP  _present LEX _about"
-6.90356261593,"IP  _present LEX _on"
-7.6767461063,"IP  _past _say CP"
-8.36988140523,"IP  LEX _cost"
-6.82945503548,"IP  _present _be VP"
-8.77533463184,"IP  _present _work PP"
-1.592829283,"IP  _present LEX"
-9.46844616877,"IP  LEX _bounce"
-5.23440991951,"IP  _can LEX"
-7.16592523523,"IP  _could VP"
-6.52407472598,"IP  _could LEX"
-2.07732469137,"IP  LEX"
-6.2496387808,"IP  _would _like IP"
-8.77533463184,"IP  _present _see LEX"
-8.08220527357,"IP  _past _tell CP"
-3.36607784773,"IP  _past VP"
-6.63529991967,"IP  _past LEX _on"
-19.01725678,"IP  LEX CP"
-6.76046250348,"IP  _will VP"
-5.27886163511,"IP  _present LEX _non-finite VP"
-5.55649302606,"IP  _can VP"
-8.77533463184,"IP  _non-finite _paint"
-7.6767461063,"IP  _present LEX LEX IP"
-9.46844616877,"IP  _'d _cut _on"
-7.85906528676,"IP  _past LEX PP"
-6.52438620278,"IP  _non-finite _drink"
-9.46844616877,"IP  LEX _try IP"
-14.5864399812,"IP  _non-finite _ride"
-6.2496387808,"IP  _'d VP"
-4.55594906817,"IP  _present _think LEX IP"
-8.77533463184,"IP  LEX LEX LEX"
-6.69592427938,"IP  _non-finite LEX PP"
-8.36988140523,"IP  _present LEX _play _with"
-9.46844616877,"IP  _past _sound PP"
-1.23258594857,"IP  _present _be"
-7.85906528676,"IP  _present LEX LEX"
-5.94232888479,"IP  _shall VP"
-6.5781417388,"IP  _should VP"
-8.36988140523,"IP  _past LEX LEX PP"
-5.16461133658,"IP  _would LEX"
-4.25902896706,"IP  _non-finite VP"
-8.36988140523,"IP  _must LEX"
-7.85906528676,"IP  _present LEX _into"
-8.77533463184,"IP  _past LEX IP"
-14.5864399812,"IP  _non-finite _talk _to"
-7.52259712386,"IP  _might VP"
-6.69592427938,"IP  _'ll VP"
